Transaction ID,Date,Month,Customer ID,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount
750,06-03-2023,Mar,CUST750,Female,35,Middle Adult,Clothing,3,25,75
751,31-08-2023,Aug,CUST751,Female,42,Middle Adult,Clothing,2,25,50
752,09-12-2023,Dec,CUST752,Male,29,Young Adult,Clothing,2,50,100
753,28-02-2023,Feb,CUST753,Female,32,Middle Adult,Clothing,1,30,30
754,16-10-2023,Oct,CUST754,Female,43,Middle Adult,Electronics,4,25,100
755,22-04-2023,Apr,CUST755,Female,58,Older Adult,Clothing,3,25,75
756,27-08-2023,Aug,CUST756,Female,62,Older Adult,Electronics,4,300,1200
757,25-12-2023,Dec,CUST757,Female,43,Middle Adult,Electronics,4,300,1200
758,12-05-2023,May,CUST758,Male,64,Older Adult,Clothing,4,25,100
759,08-07-2023,Jul,CUST759,Male,49,Older Adult,Electronics,2,50,100
760,27-03-2023,Mar,CUST760,Male,27,Young Adult,Beauty,1,500,500
761,07-11-2023,Nov,CUST761,Female,33,Middle Adult,Clothing,1,500,500
762,07-11-2023,Nov,CUST762,Female,24,Young Adult,Electronics,2,25,50
763,28-02-2023,Feb,CUST763,Male,34,Middle Adult,Clothing,2,25,50
764,25-03-2023,Mar,CUST764,Female,40,Middle Adult,Clothing,1,25,25
765,09-06-2023,Jun,CUST765,Male,43,Middle Adult,Clothing,4,50,200
766,25-02-2023,Feb,CUST766,Male,38,Middle Adult,Electronics,3,300,900
767,24-10-2023,Oct,CUST767,Male,39,Middle Adult,Beauty,3,25,75
768,14-01-2023,Jan,CUST768,Female,24,Young Adult,Beauty,3,25,75
769,09-06-2023,Jun,CUST769,Female,31,Middle Adult,Electronics,4,30,120
770,22-10-2023,Oct,CUST770,Male,32,Middle Adult,Clothing,1,50,50
771,13-12-2023,Dec,CUST771,Male,24,Young Adult,Electronics,2,25,50
772,12-07-2023,Jul,CUST772,Male,26,Young Adult,Electronics,1,30,30
773,23-07-2023,Jul,CUST773,Male,25,Young Adult,Electronics,4,500,2000
774,12-04-2023,Apr,CUST774,Female,40,Middle Adult,Clothing,2,25,50
775,08-02-2023,Feb,CUST775,Female,46,Older Adult,Electronics,4,25,100
776,31-10-2023,Oct,CUST776,Male,35,Middle Adult,Clothing,3,30,90
777,20-12-2023,Dec,CUST777,Male,48,Older Adult,Electronics,3,50,150
778,18-11-2023,Nov,CUST778,Female,47,Older Adult,Beauty,4,25,100
779,05-05-2023,May,CUST779,Female,56,Older Adult,Electronics,2,500,1000
780,22-02-2023,Feb,CUST780,Male,52,Older Adult,Electronics,2,25,50
781,23-12-2023,Dec,CUST781,Male,35,Middle Adult,Beauty,1,500,500
782,04-06-2023,Jun,CUST782,Male,59,Older Adult,Clothing,3,300,900
783,17-12-2023,Dec,CUST783,Female,56,Older Adult,Clothing,1,300,300
784,04-11-2023,Nov,CUST784,Female,34,Middle Adult,Electronics,1,500,500
785,03-03-2023,Mar,CUST785,Female,31,Middle Adult,Beauty,4,50,200
786,17-10-2023,Oct,CUST786,Male,48,Older Adult,Clothing,4,25,100
787,22-01-2023,Jan,CUST787,Male,41,Middle Adult,Electronics,1,25,25
788,27-06-2023,Jun,CUST788,Female,52,Older Adult,Beauty,3,300,900
789,30-09-2023,Sep,CUST789,Female,61,Older Adult,Clothing,4,500,2000
790,08-08-2023,Aug,CUST790,Male,62,Older Adult,Clothing,1,25,25
791,05-12-2023,Dec,CUST791,Female,51,Older Adult,Beauty,1,25,25
792,09-07-2023,Jul,CUST792,Female,20,Young Adult,Beauty,1,50,50
793,05-02-2023,Feb,CUST793,Male,54,Older Adult,Beauty,1,30,30
794,17-09-2023,Sep,CUST794,Female,60,Older Adult,Beauty,1,300,300
795,28-11-2023,Nov,CUST795,Male,57,Older Adult,Electronics,1,300,300
796,24-06-2023,Jun,CUST796,Male,43,Middle Adult,Beauty,4,30,120
797,07-01-2023,Jan,CUST797,Male,40,Middle Adult,Clothing,3,25,75
798,04-08-2023,Aug,CUST798,Male,61,Older Adult,Clothing,1,50,50
799,08-09-2023,Sep,CUST799,Male,56,Older Adult,Electronics,2,50,100
800,24-02-2023,Feb,CUST800,Male,32,Middle Adult,Clothing,4,300,1200
801,10-08-2023,Aug,CUST801,Male,21,Young Adult,Clothing,4,50,200
802,05-07-2023,Jul,CUST802,Female,46,Older Adult,Beauty,1,30,30
803,22-11-2023,Nov,CUST803,Male,39,Middle Adult,Clothing,4,25,100
804,24-08-2023,Aug,CUST804,Male,42,Middle Adult,Electronics,1,30,30
805,29-12-2023,Dec,CUST805,Female,30,Young Adult,Beauty,3,500,1500
806,20-03-2023,Mar,CUST806,Female,35,Middle Adult,Beauty,3,300,900
807,11-08-2023,Aug,CUST807,Female,50,Older Adult,Electronics,4,50,200
808,01-04-2023,Apr,CUST808,Male,33,Middle Adult,Beauty,4,500,2000
809,25-09-2023,Sep,CUST809,Female,62,Older Adult,Beauty,2,50,100
810,30-11-2023,Nov,CUST810,Male,59,Older Adult,Electronics,4,25,100
811,19-05-2023,May,CUST811,Male,61,Older Adult,Beauty,2,25,50
812,12-11-2023,Nov,CUST812,Male,19,Young Adult,Electronics,3,25,75
813,03-10-2023,Oct,CUST813,Male,52,Older Adult,Electronics,3,50,150
814,05-09-2023,Sep,CUST814,Female,59,Older Adult,Clothing,1,500,500
815,27-08-2023,Aug,CUST815,Female,51,Older Adult,Clothing,3,25,75
816,12-08-2023,Aug,CUST816,Male,47,Older Adult,Beauty,2,500,1000
817,31-10-2023,Oct,CUST817,Male,30,Young Adult,Beauty,4,50,200
818,18-05-2023,May,CUST818,Male,30,Young Adult,Electronics,1,500,500
819,15-06-2023,Jun,CUST819,Female,35,Middle Adult,Beauty,2,50,100
820,06-05-2023,May,CUST820,Male,49,Older Adult,Electronics,4,50,200
821,14-02-2023,Feb,CUST821,Male,49,Older Adult,Electronics,1,300,300
822,23-05-2023,May,CUST822,Female,52,Older Adult,Beauty,3,50,150
823,19-08-2023,Aug,CUST823,Female,56,Older Adult,Electronics,2,50,100
824,05-05-2023,May,CUST824,Male,63,Older Adult,Clothing,4,30,120
825,26-08-2023,Aug,CUST825,Female,46,Older Adult,Beauty,1,25,25
826,19-10-2023,Oct,CUST826,Female,46,Older Adult,Clothing,1,300,300
827,09-11-2023,Nov,CUST827,Male,61,Older Adult,Beauty,3,300,900
828,09-12-2023,Dec,CUST828,Female,33,Middle Adult,Electronics,4,300,1200
829,14-07-2023,Jul,CUST829,Male,61,Older Adult,Beauty,3,30,90
830,22-06-2023,Jun,CUST830,Female,64,Older Adult,Clothing,3,50,150
831,15-01-2023,Jan,CUST831,Male,27,Young Adult,Electronics,4,25,100
832,11-09-2023,Sep,CUST832,Male,47,Older Adult,Beauty,4,500,2000
833,16-06-2023,Jun,CUST833,Male,42,Middle Adult,Beauty,4,50,200
834,04-04-2023,Apr,CUST834,Female,56,Older Adult,Beauty,2,30,60
835,07-09-2023,Sep,CUST835,Male,37,Middle Adult,Clothing,4,50,200
836,19-04-2023,Apr,CUST836,Female,22,Young Adult,Clothing,1,50,50
837,01-07-2023,Jul,CUST837,Male,18,Young Adult,Beauty,3,30,90
838,13-05-2023,May,CUST838,Male,47,Older Adult,Electronics,2,300,600
839,24-06-2023,Jun,CUST839,Female,20,Young Adult,Electronics,4,300,1200
840,24-05-2023,May,CUST840,Male,62,Older Adult,Clothing,2,25,50
841,02-11-2023,Nov,CUST841,Male,31,Middle Adult,Electronics,4,25,100
842,26-12-2023,Dec,CUST842,Female,47,Older Adult,Clothing,2,300,600
843,22-05-2023,May,CUST843,Male,21,Young Adult,Beauty,3,500,1500
844,12-10-2023,Oct,CUST844,Male,35,Middle Adult,Clothing,3,50,150
845,06-01-2023,Jan,CUST845,Male,54,Older Adult,Clothing,1,500,500
846,22-09-2023,Sep,CUST846,Male,42,Middle Adult,Beauty,1,50,50
847,08-04-2023,Apr,CUST847,Female,18,Young Adult,Electronics,4,300,1200
848,13-02-2023,Feb,CUST848,Female,63,Older Adult,Clothing,3,25,75
849,04-05-2023,May,CUST849,Male,32,Middle Adult,Clothing,2,25,50
850,28-07-2023,Jul,CUST850,Female,26,Young Adult,Beauty,2,500,1000
851,08-09-2023,Sep,CUST851,Male,32,Middle Adult,Electronics,2,25,50
852,12-10-2023,Oct,CUST852,Female,41,Middle Adult,Clothing,1,300,300
853,04-05-2023,May,CUST853,Male,21,Young Adult,Beauty,2,500,1000
854,20-12-2023,Dec,CUST854,Male,29,Young Adult,Clothing,1,50,50
855,01-09-2023,Sep,CUST855,Male,54,Older Adult,Beauty,1,25,25
856,27-11-2023,Nov,CUST856,Male,54,Older Adult,Electronics,4,30,120
857,31-12-2023,Dec,CUST857,Male,60,Older Adult,Electronics,2,25,50
858,09-09-2023,Sep,CUST858,Male,23,Young Adult,Electronics,2,50,100
859,18-08-2023,Aug,CUST859,Female,56,Older Adult,Electronics,3,500,1500
860,09-01-2023,Jan,CUST860,Male,63,Older Adult,Clothing,4,50,200
861,17-02-2023,Feb,CUST861,Female,41,Middle Adult,Clothing,3,30,90
862,31-05-2023,May,CUST862,Male,28,Young Adult,Electronics,4,300,1200
863,24-04-2023,Apr,CUST863,Female,30,Young Adult,Electronics,2,25,50
864,27-07-2023,Jul,CUST864,Female,51,Older Adult,Electronics,1,500,500
865,21-12-2023,Dec,CUST865,Female,42,Middle Adult,Clothing,1,300,300
866,05-05-2023,May,CUST866,Male,24,Young Adult,Electronics,1,50,50
867,06-06-2023,Jun,CUST867,Male,21,Young Adult,Electronics,1,500,500
868,06-12-2023,Dec,CUST868,Female,25,Young Adult,Electronics,1,300,300
869,25-10-2023,Oct,CUST869,Male,37,Middle Adult,Beauty,3,500,1500
870,08-07-2023,Jul,CUST870,Female,46,Older Adult,Electronics,4,30,120
871,31-08-2023,Aug,CUST871,Male,62,Older Adult,Beauty,2,30,60
872,11-10-2023,Oct,CUST872,Female,63,Older Adult,Beauty,3,25,75
873,29-09-2023,Sep,CUST873,Female,27,Young Adult,Electronics,4,25,100
874,26-06-2023,Jun,CUST874,Male,60,Older Adult,Beauty,1,30,30
875,06-08-2023,Aug,CUST875,Female,51,Older Adult,Electronics,4,500,2000
876,09-10-2023,Oct,CUST876,Male,43,Middle Adult,Clothing,4,30,120
877,19-06-2023,Jun,CUST877,Female,58,Older Adult,Clothing,1,25,25
878,30-06-2023,Jun,CUST878,Female,20,Young Adult,Clothing,1,30,30
879,26-12-2023,Dec,CUST879,Male,23,Young Adult,Clothing,1,30,30
880,21-08-2023,Aug,CUST880,Male,22,Young Adult,Beauty,2,500,1000
881,19-05-2023,May,CUST881,Male,22,Young Adult,Electronics,1,300,300
882,06-06-2023,Jun,CUST882,Female,64,Older Adult,Electronics,2,25,50
883,09-05-2023,May,CUST883,Male,40,Middle Adult,Electronics,1,500,500
884,29-04-2023,Apr,CUST884,Female,26,Young Adult,Clothing,2,30,60
885,03-03-2023,Mar,CUST885,Female,52,Older Adult,Clothing,4,30,120
886,09-04-2023,Apr,CUST886,Male,37,Middle Adult,Electronics,3,300,900
887,11-06-2023,Jun,CUST887,Male,59,Older Adult,Clothing,4,25,100
888,03-03-2023,Mar,CUST888,Female,52,Older Adult,Electronics,4,25,100
889,02-10-2023,Oct,CUST889,Female,35,Middle Adult,Electronics,1,50,50
890,20-12-2023,Dec,CUST890,Male,34,Middle Adult,Electronics,2,25,50
891,05-04-2023,Apr,CUST891,Male,41,Middle Adult,Electronics,3,300,900
892,09-04-2023,Apr,CUST892,Male,20,Young Adult,Electronics,1,50,50
893,21-04-2023,Apr,CUST893,Male,49,Older Adult,Electronics,1,50,50
894,05-09-2023,Sep,CUST894,Male,52,Older Adult,Electronics,1,30,30
895,22-05-2023,May,CUST895,Female,55,Older Adult,Clothing,4,30,120
896,29-10-2023,Oct,CUST896,Female,30,Young Adult,Electronics,2,25,50
897,26-09-2023,Sep,CUST897,Female,64,Older Adult,Electronics,2,50,100
898,02-11-2023,Nov,CUST898,Female,42,Middle Adult,Clothing,3,30,90
899,25-05-2023,May,CUST899,Male,26,Young Adult,Clothing,2,300,600
900,21-02-2023,Feb,CUST900,Male,21,Young Adult,Clothing,2,30,60
901,10-04-2023,Apr,CUST901,Male,31,Middle Adult,Electronics,1,30,30
902,01-06-2023,Jun,CUST902,Female,54,Older Adult,Beauty,1,50,50
903,27-04-2023,Apr,CUST903,Female,51,Older Adult,Beauty,4,50,200
904,04-07-2023,Jul,CUST904,Male,28,Young Adult,Clothing,1,500,500
905,02-04-2023,Apr,CUST905,Male,58,Older Adult,Beauty,1,300,300
906,04-06-2023,Jun,CUST906,Female,20,Young Adult,Clothing,1,50,50
907,08-01-2023,Jan,CUST907,Female,45,Middle Adult,Electronics,1,25,25
908,29-12-2023,Dec,CUST908,Male,46,Older Adult,Beauty,4,300,1200
909,01-10-2023,Oct,CUST909,Male,26,Young Adult,Electronics,1,300,300
910,06-03-2023,Mar,CUST910,Female,20,Young Adult,Beauty,3,50,150
911,21-05-2023,May,CUST911,Male,42,Middle Adult,Electronics,3,300,900
912,24-01-2023,Jan,CUST912,Male,51,Older Adult,Beauty,3,50,150
913,28-01-2023,Jan,CUST913,Male,29,Young Adult,Electronics,3,30,90
914,11-10-2023,Oct,CUST914,Female,59,Older Adult,Electronics,1,500,500
915,30-05-2023,May,CUST915,Female,26,Young Adult,Beauty,3,30,90
916,24-12-2023,Dec,CUST916,Female,32,Middle Adult,Electronics,1,50,50
917,06-03-2023,Mar,CUST917,Female,57,Older Adult,Electronics,4,50,200
918,23-11-2023,Nov,CUST918,Female,42,Middle Adult,Electronics,3,30,90
919,09-09-2023,Sep,CUST919,Female,22,Young Adult,Beauty,2,25,50
920,22-02-2023,Feb,CUST920,Female,28,Young Adult,Beauty,3,25,75
921,07-01-2023,Jan,CUST921,Male,51,Older Adult,Electronics,3,25,75
922,21-10-2023,Oct,CUST922,Male,41,Middle Adult,Electronics,1,50,50
923,26-05-2023,May,CUST923,Male,32,Middle Adult,Beauty,3,300,900
924,29-08-2023,Aug,CUST924,Male,55,Older Adult,Beauty,2,50,100
925,03-09-2023,Sep,CUST925,Male,25,Young Adult,Electronics,1,300,300
926,14-08-2023,Aug,CUST926,Male,22,Young Adult,Electronics,1,30,30
927,24-06-2023,Jun,CUST927,Male,43,Middle Adult,Electronics,4,500,2000
928,05-04-2023,Apr,CUST928,Female,35,Middle Adult,Clothing,4,300,1200
929,27-01-2023,Jan,CUST929,Female,23,Young Adult,Beauty,3,25,75
930,10-05-2023,May,CUST930,Male,54,Older Adult,Clothing,4,50,200
931,02-09-2023,Sep,CUST931,Male,30,Young Adult,Beauty,4,30,120
932,28-02-2023,Feb,CUST932,Female,45,Middle Adult,Beauty,4,25,100
933,03-02-2023,Feb,CUST933,Male,22,Young Adult,Beauty,1,30,30
934,25-07-2023,Jul,CUST934,Male,30,Young Adult,Beauty,1,500,500
935,09-09-2023,Sep,CUST935,Female,34,Middle Adult,Beauty,1,50,50
936,07-02-2023,Feb,CUST936,Male,57,Older Adult,Beauty,4,50,200
937,23-10-2023,Oct,CUST937,Female,62,Older Adult,Beauty,1,500,500
938,19-11-2023,Nov,CUST938,Male,49,Older Adult,Clothing,4,50,200
939,18-12-2023,Dec,CUST939,Female,46,Older Adult,Electronics,1,300,300
940,28-01-2023,Jan,CUST940,Female,20,Young Adult,Electronics,1,30,30
941,19-03-2023,Mar,CUST941,Female,57,Older Adult,Clothing,2,25,50
942,18-03-2023,Mar,CUST942,Male,51,Older Adult,Clothing,3,500,1500
943,16-10-2023,Oct,CUST943,Female,57,Older Adult,Clothing,4,300,1200
944,05-06-2023,Jun,CUST944,Male,44,Middle Adult,Clothing,2,25,50
945,13-02-2023,Feb,CUST945,Male,30,Young Adult,Beauty,1,25,25
946,08-05-2023,May,CUST946,Male,62,Older Adult,Electronics,4,500,2000
947,02-03-2023,Mar,CUST947,Male,50,Older Adult,Beauty,1,300,300
948,13-10-2023,Oct,CUST948,Female,23,Young Adult,Electronics,3,25,75
949,02-08-2023,Aug,CUST949,Female,41,Middle Adult,Electronics,2,25,50
950,07-11-2023,Nov,CUST950,Male,36,Middle Adult,Clothing,3,300,900
951,02-11-2023,Nov,CUST951,Male,33,Middle Adult,Beauty,2,50,100
952,13-11-2023,Nov,CUST952,Female,57,Older Adult,Clothing,1,25,25
953,26-04-2023,Apr,CUST953,Male,45,Middle Adult,Beauty,3,30,90
954,25-09-2023,Sep,CUST954,Female,50,Older Adult,Electronics,3,300,900
955,14-07-2023,Jul,CUST955,Male,58,Older Adult,Clothing,1,25,25
956,19-08-2023,Aug,CUST956,Male,30,Young Adult,Clothing,3,500,1500
957,15-08-2023,Aug,CUST957,Female,60,Older Adult,Electronics,4,30,120
958,02-06-2023,Jun,CUST958,Male,62,Older Adult,Electronics,2,25,50
959,29-10-2023,Oct,CUST959,Female,42,Middle Adult,Electronics,2,30,60
960,08-08-2023,Aug,CUST960,Male,59,Older Adult,Clothing,2,30,60
961,06-06-2023,Jun,CUST961,Male,53,Older Adult,Beauty,4,50,200
962,19-10-2023,Oct,CUST962,Male,44,Middle Adult,Clothing,2,30,60
963,14-11-2023,Nov,CUST963,Female,55,Older Adult,Beauty,1,50,50
964,31-01-2023,Jan,CUST964,Male,24,Young Adult,Clothing,3,300,900
965,09-11-2023,Nov,CUST965,Male,22,Young Adult,Clothing,4,50,200
966,20-02-2023,Feb,CUST966,Male,60,Older Adult,Electronics,2,500,1000
967,17-04-2023,Apr,CUST967,Male,62,Older Adult,Beauty,1,25,25
968,17-11-2023,Nov,CUST968,Female,48,Older Adult,Clothing,3,300,900
969,19-04-2023,Apr,CUST969,Female,40,Middle Adult,Clothing,3,300,900
970,16-05-2023,May,CUST970,Male,59,Older Adult,Electronics,4,500,2000
971,05-12-2023,Dec,CUST971,Female,27,Young Adult,Electronics,4,50,200
972,11-02-2023,Feb,CUST972,Male,49,Older Adult,Beauty,4,25,100
973,22-03-2023,Mar,CUST973,Male,60,Older Adult,Clothing,1,50,50
974,03-05-2023,May,CUST974,Male,47,Older Adult,Beauty,1,30,30
975,30-03-2023,Mar,CUST975,Female,56,Older Adult,Clothing,4,50,200
976,10-10-2023,Oct,CUST976,Female,48,Older Adult,Beauty,2,300,600
977,08-02-2023,Feb,CUST977,Female,35,Middle Adult,Electronics,3,25,75
978,22-03-2023,Mar,CUST978,Female,53,Older Adult,Clothing,3,50,150
979,02-01-2023,Jan,CUST979,Female,19,Young Adult,Beauty,1,25,25
980,29-07-2023,Jul,CUST980,Female,31,Middle Adult,Electronics,3,25,75
981,19-08-2023,Aug,CUST981,Female,30,Young Adult,Electronics,2,30,60
982,19-12-2023,Dec,CUST982,Female,46,Older Adult,Beauty,3,30,90
983,01-11-2023,Nov,CUST983,Female,29,Young Adult,Clothing,1,300,300
984,29-08-2023,Aug,CUST984,Male,56,Older Adult,Clothing,1,500,500
985,30-05-2023,May,CUST985,Female,19,Young Adult,Electronics,2,25,50
986,17-01-2023,Jan,CUST986,Female,49,Older Adult,Clothing,2,500,1000
987,29-04-2023,Apr,CUST987,Female,30,Young Adult,Clothing,3,300,900
988,28-05-2023,May,CUST988,Female,63,Older Adult,Clothing,3,25,75
989,28-12-2023,Dec,CUST989,Female,44,Middle Adult,Electronics,1,25,25
990,25-05-2023,May,CUST990,Female,58,Older Adult,Beauty,2,500,1000
991,26-12-2023,Dec,CUST991,Female,34,Middle Adult,Clothing,2,50,100
992,21-08-2023,Aug,CUST992,Female,57,Older Adult,Electronics,2,30,60
993,06-02-2023,Feb,CUST993,Female,48,Older Adult,Electronics,3,50,150
994,18-12-2023,Dec,CUST994,Female,51,Older Adult,Beauty,2,500,1000
995,30-04-2023,Apr,CUST995,Female,41,Middle Adult,Clothing,1,30,30
996,16-05-2023,May,CUST996,Male,62,Older Adult,Clothing,1,50,50
997,17-11-2023,Nov,CUST997,Male,52,Older Adult,Beauty,3,30,90
998,29-10-2023,Oct,CUST998,Female,23,Young Adult,Beauty,4,25,100
999,05-12-2023,Dec,CUST999,Female,36,Middle Adult,Electronics,3,50,150
1000,12-04-2023,Apr,CUST1000,Male,47,Older Adult,Electronics,4,30,120
